"Kernel Name","main_kernel",
"Address","Source","Warp Stall Sampling (All Samples)","Warp Stall Sampling (Not-issued Samples)","# Samples","Instructions Executed","Thread Instructions Executed","Predicated-On Thread Instructions Executed","Avg. Threads Executed","Avg. Predicated-On Threads Executed","Divergent Branches","Address Space","Access Operation","Access Size","L1 Tag Requests Global","L1 Conflicts Shared N-Way","L1 Wavefronts Shared Excessive","L1 Wavefronts Shared","L1 Wavefronts Shared Ideal","L2 Theoretical Sectors Global Excessive","L2 Theoretical Sectors Global","L2 Theoretical Sectors Global Ideal","L2 Theoretical Sectors Local","L2 Explicit Evict Policies","L2 Explicit Hit Policy Evict First","L2 Explicit Hit Policy Evict Last","L2 Explicit Hit Policy Evict Normal","L2 Explicit Hit Policy Evict Normal Demote","L2 Explicit Miss Policy Evict First","L2 Explicit Miss Policy Evict Normal","stall_barrier","stall_branch_resolving","stall_dispatch","stall_drain","stall_imc","stall_lg","stall_long_sb","stall_math","stall_membar","stall_mio","stall_misc","stall_no_inst","stall_not_selected","stall_selected","stall_short_sb","stall_sleep","stall_tex","stall_wait","stall_barrier (Not Issued)","stall_branch_resolving (Not Issued)","stall_dispatch (Not Issued)","stall_drain (Not Issued)","stall_imc (Not Issued)","stall_lg (Not Issued)","stall_long_sb (Not Issued)","stall_math (Not Issued)","stall_membar (Not Issued)","stall_mio (Not Issued)","stall_misc (Not Issued)","stall_no_inst (Not Issued)","stall_not_selected (Not Issued)","stall_selected (Not Issued)","stall_short_sb (Not Issued)","stall_sleeping (Not Issued)","stall_tex (Not Issued)","stall_wait (Not Issued)"
"0x7f2cdb7be210","      FFMA.FTZ R31, R31, R20, -R17","6","1","6","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"0x7f2cdb7be220","      FFMA.FTZ R35, R35, R20, -R17","3","0","3","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be230","      FFMA.FTZ R39, R39, R20, -R17","16","1","16","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","2","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"0x7f2cdb7be240","      FFMA.FTZ R43, R43, R20, -R17","4","0","4","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be250","      FFMA.FTZ R47, R47, R20, -R17","11","2","11","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0x7f2cdb7be260","      FFMA.FTZ R51, R51, R20, -R17","3","0","3","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be270","      MUFU.EX2 R52, R52","25","6","25","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","12","4","0","2","6","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0"
"0x7f2cdb7be280","      FADD.FTZ R19, R48, R19","10","2","10","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","2","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0"
"0x7f2cdb7be290","      FFMA.FTZ R55, R55, R20, -R17","15","2","15","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","3","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0x7f2cdb7be2a0","      FFMA.FTZ R59, R59, R20, -R17","5","0","5","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be2b0","      FFMA.FTZ R63, R63, R20, -R17","7","2","7","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0x7f2cdb7be2c0","      FFMA.FTZ R67, R67, R20, -R17","10","0","10","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be2d0","      FFMA.FTZ R71, R71, R20, -R17","12","1","12","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","4","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"0x7f2cdb7be2e0","      FFMA.FTZ R75, R75, R20, -R17","3","0","3","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be2f0","      MUFU.EX2 R54, R54","21","3","21","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","8","3","0","2","5","0","0","0","0","0","0","1","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0"
"0x7f2cdb7be300","      FADD.FTZ R21, R50, R21","8","0","8","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","7","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be310","      FFMA.FTZ R79, R79, R20, -R17","14","2","14","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","0","1","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0x7f2cdb7be320","      FFMA.FTZ R83, R83, R20, -R17","2","0","2","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be330","      FFMA.FTZ R87, R87, R20, -R17","8","0","8","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be340","      FFMA.FTZ R91, R91, R20, -R17","2","0","2","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be350","      FFMA.FTZ R95, R95, R20, -R17","16","1","16","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","4","0","6","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"0x7f2cdb7be360","      FFMA.FTZ R99, R99, R20, -R17","7","0","7","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be370","      MUFU.EX2 R56, R56","19","6","19","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","9","3","0","2","4","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0"
"0x7f2cdb7be380","      FADD.FTZ R19, R52, R19","10","0","10","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be390","      FFMA.FTZ R103, R103, R20, -R17","9","0","9","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","3","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be3a0","      FFMA.FTZ R107, R107, R20, -R17","3","0","3","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be3b0","      FFMA.FTZ R111, R111, R20, -R17","16","0","16","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","9","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be3c0","      FFMA.FTZ R115, R115, R20, -R17","6","0","6","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be3d0","      FFMA.FTZ R119, R119, R20, -R17","14","0","14","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","4","0","4","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be3e0","      FFMA.FTZ R123, R123, R20, -R17","5","0","5","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be3f0","      MUFU.EX2 R58, R58","28","5","28","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","11","8","0","5","3","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","0","0","0","0","0","0","0"
"0x7f2cdb7be400","      FADD.FTZ R21, R54, R21","6","0","6","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be410","      FFMA.FTZ R127, R127, R20, -R17","17","2","17","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","6","8","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0"
"0x7f2cdb7be420","      FFMA.FTZ R131, R131, R20, -R17","2","0","2","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be430","      FFMA.FTZ R135, R135, R20, -R17","16","1","16","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","5","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0"
"0x7f2cdb7be440","      FFMA.FTZ R16, R16, 0.12751743197441101074, -R17","4","0","4","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be450","      MUFU.EX2 R60, R60","47","21","47","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","24","0","0","6","4","0","0","0","11","0","0","1","0","0","0","0","0","0","19","0","0","0","0","0","0","0","1"
"0x7f2cdb7be460","      FADD.FTZ R19, R56, R19","2","0","2","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be470","      MUFU.EX2 R62, R62","62","32","62","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","22","0","0","4","3","0","0","0","33","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","20"
"0x7f2cdb7be480","      FADD.FTZ R21, R58, R21","5","0","5","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be490","      MUFU.EX2 R64, R64","63","33","63","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","3","8","0","0","0","31","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","21"
"0x7f2cdb7be4a0","      FADD.FTZ R19, R60, R19","3","1","3","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"0x7f2cdb7be4b0","      MUFU.EX2 R68, R68","53","29","53","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","6","6","0","0","0","23","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","16"
"0x7f2cdb7be4c0","      FADD.FTZ R23, R62, R21","6","0","6","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be4d0","      MUFU.EX2 R66, R66","44","25","44","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","3","3","0","0","0","27","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","17"
"0x7f2cdb7be4e0","      FADD.FTZ R21, R64, R19","3","0","3","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be4f0","@!P0  LEA R19, R22, UR12, 0x2","18","7","18","114688","3670016","917504","32","8","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","6","0","0","3","0","2","7","0","0","0","0","0","0","0","0","0","0","0","5","0","0","2","0","0","0","0","0","0","0"
"0x7f2cdb7be500","      MUFU.EX2 R72, R72","39","23","39","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","0","5","0","0","0","22","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","15"
"0x7f2cdb7be510","      FADD.FTZ R21, R68, R21","1","0","1","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be520","      MUFU.EX2 R70, R70","41","26","41","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","13","0","0","2","5","0","0","0","21","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","14"
"0x7f2cdb7be530","      FADD.FTZ R23, R66, R23","9","0","9","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be540","      MUFU.EX2 R76, R76","44","35","44","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","16","0","0","4","1","0","0","0","23","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","21"
"0x7f2cdb7be550","      FADD.FTZ R21, R72, R21","2","0","2","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be560","      MUFU.EX2 R74, R74","52","33","52","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","5","4","0","0","0","25","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","20"
"0x7f2cdb7be570","      FADD.FTZ R23, R70, R23","2","0","2","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be580","      MUFU.EX2 R80, R80","54","38","54","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","2","4","0","0","0","30","0","0","0","0","0","0","0","0","0","14","0","0","0","0","0","0","0","24"
"0x7f2cdb7be590","      FADD.FTZ R21, R76, R21","4","0","4","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be5a0","      MUFU.EX2 R78, R78","49","27","49","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","6","2","0","0","0","26","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","19"
"0x7f2cdb7be5b0","      FADD.FTZ R23, R74, R23","2","0","2","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be5c0","      MUFU.EX2 R84, R84","55","31","55","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","11","0","0","2","6","0","0","0","36","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","23"
"0x7f2cdb7be5d0","      FADD.FTZ R21, R80, R21","1","0","1","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be5e0","      MUFU.EX2 R82, R82","48","21","48","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","6","2","0","0","0","25","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","12"
"0x7f2cdb7be5f0","      FADD.FTZ R23, R78, R23","1","0","1","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be600","      MUFU.EX2 R88, R88","59","36","59","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","15","0","0","6","3","0","0","0","34","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","23"
"0x7f2cdb7be610","      FADD.FTZ R21, R84, R21","5","0","5","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be620","      MUFU.EX2 R86, R86","61","37","61","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","19","0","0","4","8","0","0","0","30","0","0","0","0","0","0","0","0","0","16","0","0","0","0","0","0","0","21"
"0x7f2cdb7be630","      FADD.FTZ R23, R82, R23","3","0","3","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be640","      MUFU.EX2 R92, R92","61","33","61","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","21","0","0","1","2","0","0","0","37","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","21"
"0x7f2cdb7be650","      FADD.FTZ R21, R88, R21","5","0","5","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be660","      MUFU.EX2 R90, R90","47","26","47","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","14","0","0","2","8","0","0","0","23","0","0","0","0","0","0","0","0","0","10","0","0","0","0","0","0","0","16"
"0x7f2cdb7be670","      FADD.FTZ R23, R86, R23","8","1","8","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","7","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0"
"0x7f2cdb7be680","      MUFU.EX2 R96, R96","58","38","58","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","18","0","0","3","3","0","0","0","34","0","0","0","0","0","0","0","0","0","13","0","0","0","0","0","0","0","25"
"0x7f2cdb7be690","      FADD.FTZ R21, R92, R21","2","0","2","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be6a0","      MUFU.EX2 R94, R94","60","35","60","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","17","0","0","3","5","0","0","0","35","0","0","0","0","0","0","0","0","0","12","0","0","0","0","0","0","0","23"
"0x7f2cdb7be6b0","      FADD.FTZ R23, R90, R23","3","2","3","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0"
"0x7f2cdb7be6c0","      MUFU.EX2 R100, R100","54","34","54","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","12","0","0","8","3","0","0","0","31","0","0","0","0","0","0","0","0","0","8","0","0","0","0","0","0","0","26"
"0x7f2cdb7be6d0","      FADD.FTZ R21, R96, R21","1","0","1","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
"0x7f2cdb7be6e0","      MUFU.EX2 R98, R98","56","40","56","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","15","0","0","2","3","0","0","0","36","0","0","0","0","0","0","0","0","0","9","0","0","0","0","0","0","0","31"
"0x7f2cdb7be6f0","      FADD.FTZ R23, R94, R23","1","0","1","114688","3670016","3670016","32","32","0","-","-","-","0","0","0","0","0","0","0","0","0","-","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0"
